Removed Member From Class: ClassName=ANALOG_PART Member=C55
Change Component Designator: OldDesignator=C33 NewDesignator=C34
Change Component Designator: OldDesignator=L? NewDesignator=L33
Change Component Designator: OldDesignator=L? NewDesignator=L34
Change Component Designator: OldDesignator=L? NewDesignator=L35
Change Component Designator: OldDesignator=L? NewDesignator=L36
Change Component Designator: OldDesignator=Q? NewDesignator=Q3
Change Component Designator: OldDesignator=Q? NewDesignator=Q4
Change Component Designator: OldDesignator=R28 NewDesignator=R29
Change Component Designator: OldDesignator=R29 NewDesignator=R28
Change Component Designator: OldDesignator=R? NewDesignator=R33
Change Component Designator: OldDesignator=R? NewDesignator=R34
Change Component Designator: OldDesignator=R? NewDesignator=R35
Change Component Designator: OldDesignator=R? NewDesignator=R36
Change Component Designator: OldDesignator=R? NewDesignator=R37
Change Component Designator: OldDesignator=R? NewDesignator=R38
Change Component Designator: OldDesignator=R? NewDesignator=R39
Change Component Designator: OldDesignator=R? NewDesignator=R40
Change Component Designator: OldDesignator=R? NewDesignator=R41
Change Component Designator: OldDesignator=R? NewDesignator=R42
Change Component Designator: OldDesignator=R? NewDesignator=R43
Change Component Designator: OldDesignator=R? NewDesignator=R44
Change Component Designator: OldDesignator=R? NewDesignator=R45
Change Component Designator: OldDesignator=R? NewDesignator=R46
Change Component Designator: OldDesignator=R? NewDesignator=R47
Change Component Designator: OldDesignator=R? NewDesignator=R48
Change Component Designator: OldDesignator=R? NewDesignator=R49
Change Component Designator: OldDesignator=R? NewDesignator=R50
Change Component Designator: OldDesignator=R? NewDesignator=R51
Change Component Designator: OldDesignator=R? NewDesignator=R52
Change Component Designator: OldDesignator=R? NewDesignator=R53
Change Component Designator: OldDesignator=R? NewDesignator=R54
Change Component Designator: OldDesignator=R? NewDesignator=R55
Change Component Designator: OldDesignator=R? NewDesignator=R56
Change Component Designator: OldDesignator=R? NewDesignator=R57
Change Component Designator: OldDesignator=R? NewDesignator=R58
Change Component Designator: OldDesignator=R? NewDesignator=R59
Change Component Designator: OldDesignator=SP? NewDesignator=SP5
Change Component Designator: OldDesignator=SP? NewDesignator=SP6
Change Component Designator: OldDesignator=SP? NewDesignator=SP7
Change Component Designator: OldDesignator=SP? NewDesignator=SP8
Change Component Designator: OldDesignator=TP4 NewDesignator=TP3
Change Component Designator: OldDesignator=TP5 NewDesignator=TP4
Change Component Designator: OldDesignator=TP? NewDesignator=TP5
Change Component Designator: OldDesignator=TP? NewDesignator=TP6
Change Component Designator: OldDesignator=U? NewDesignator=U17
Change Component Designator: OldDesignator=U? NewDesignator=U18
Change Component Designator: OldDesignator=U? NewDesignator=U19
Change Component Designator: OldDesignator=U? NewDesignator=U20
Change Component Designator: OldDesignator=U? NewDesignator=U21
Change Component Designator: OldDesignator=U? NewDesignator=U22
Change Component Designator: OldDesignator=U? NewDesignator=U23
Change Component Designator: OldDesignator=U? NewDesignator=U24
Change Component Designator: OldDesignator=U? NewDesignator=U25
Change Component Designator: OldDesignator=U? NewDesignator=U26
Change Component Designator: OldDesignator=U? NewDesignator=U27
Change Component Designator: OldDesignator=U? NewDesignator=U28
Change Component Designator: OldDesignator=U? NewDesignator=U29
Change Component Designator: OldDesignator=U? NewDesignator=U30
Change Component Designator: OldDesignator=U? NewDesignator=U31
Change Net Name : Old Net Name=NetC35_2 New Net Name=NetC36_2
Change Net Name : Old Net Name=NetC36_1 New Net Name=NetC37_1
Change Net Name : Old Net Name=NetC36_2 New Net Name=NetC37_2
Change Net Name : Old Net Name=NetC38_1 New Net Name=NetC39_1
Change Net Name : Old Net Name=NetC40_1 New Net Name=NetC41_1
Change Net Name : Old Net Name=NetC42_1 New Net Name=NetC43_1
Change Net Name : Old Net Name=NetC45_2 New Net Name=NetC46_2
Change Net Name : Old Net Name=NetC55_2 New Net Name=NetC33_2
Change Net Name : Old Net Name=NetC?_1 New Net Name=NetC81_1
Change Net Name : Old Net Name=NetC?_2 New Net Name=NetC72_2
Change Net Name : Old Net Name=NetD?_3 New Net Name=NetD7_3
Change Net Name : Old Net Name=NetQ?_1 New Net Name=NetQ3_1
Change Net Name : Old Net Name=NetR?_1 New Net Name=NetR46_1
Change Net Name : Old Net Name=NetR?_2 New Net Name=NetR42_2
Change Net Name : Old Net Name=NetU?_1 New Net Name=NetU22_1
Change Net Name : Old Net Name=NetU?_2 New Net Name=NetU19_2
Change Net Name : Old Net Name=NetU?_3 New Net Name=NetU17_6
Added Pin To Net: NetName=NetC56_2 Pin=C56-2
Added Pin To Net: NetName=NetC56_2 Pin=L23-2
Added Pin To Net: NetName=NetC56_2 Pin=U19-12
Added Net: Name=NetC56_2
Added Pin To Net: NetName=NetC57_1 Pin=C57-1
Added Pin To Net: NetName=NetC57_1 Pin=JP3-1
Added Pin To Net: NetName=NetC57_1 Pin=U20-3
Added Net: Name=NetC57_1
Added Pin To Net: NetName=NetC57_2 Pin=C57-2
Added Pin To Net: NetName=NetC57_2 Pin=R34-2
Added Pin To Net: NetName=NetC57_2 Pin=U17-7
Added Net: Name=NetC57_2
Added Pin To Net: NetName=NetC58_2 Pin=C58-2
Added Pin To Net: NetName=NetC58_2 Pin=U19-13
Added Net: Name=NetC58_2
Added Pin To Net: NetName=NetC59_1 Pin=C59-1
Added Pin To Net: NetName=NetC59_1 Pin=C60-2
Added Pin To Net: NetName=NetC59_1 Pin=L24-1
Added Pin To Net: NetName=NetC59_1 Pin=U22-5
Added Net: Name=NetC59_1
Added Pin To Net: NetName=NetC61_1 Pin=C61-1
Added Pin To Net: NetName=NetC61_1 Pin=C62-2
Added Pin To Net: NetName=NetC61_1 Pin=L25-1
Added Pin To Net: NetName=NetC61_1 Pin=U23-3
Added Net: Name=NetC61_1
Added Pin To Net: NetName=NetC63_1 Pin=C63-1
Added Pin To Net: NetName=NetC63_1 Pin=C64-2
Added Pin To Net: NetName=NetC63_1 Pin=L26-1
Added Pin To Net: NetName=NetC63_1 Pin=U21-3
Added Net: Name=NetC63_1
Added Pin To Net: NetName=NetC65_1 Pin=C65-1
Added Pin To Net: NetName=NetC65_1 Pin=L27-1
Added Pin To Net: NetName=NetC65_1 Pin=U19-1
Added Net: Name=NetC65_1
Added Pin To Net: NetName=NetC66_1 Pin=C66-1
Added Pin To Net: NetName=NetC66_1 Pin=C67-1
Added Pin To Net: NetName=NetC66_1 Pin=C69-2
Added Pin To Net: NetName=NetC66_1 Pin=R35-1
Added Pin To Net: NetName=NetC66_1 Pin=R38-2
Added Pin To Net: NetName=NetC66_1 Pin=U18-7
Added Net: Name=NetC66_1
Added Pin To Net: NetName=NetC66_2 Pin=C66-2
Added Pin To Net: NetName=NetC66_2 Pin=C67-2
Added Pin To Net: NetName=NetC66_2 Pin=R35-2
Added Pin To Net: NetName=NetC66_2 Pin=U18-2
Added Net: Name=NetC66_2
Added Pin To Net: NetName=NetC68_1 Pin=C68-1
Added Pin To Net: NetName=NetC68_1 Pin=C70-1
Added Pin To Net: NetName=NetC68_1 Pin=C71-2
Added Pin To Net: NetName=NetC68_1 Pin=R36-1
Added Pin To Net: NetName=NetC68_1 Pin=R41-2
Added Pin To Net: NetName=NetC68_1 Pin=U18-5
Added Net: Name=NetC68_1
Added Pin To Net: NetName=NetC68_2 Pin=C68-2
Added Pin To Net: NetName=NetC68_2 Pin=R36-2
Added Pin To Net: NetName=NetC68_2 Pin=U18-4
Added Net: Name=NetC68_2
Added Pin To Net: NetName=NetC70_2 Pin=C70-2
Added Pin To Net: NetName=NetC70_2 Pin=C71-1
Added Pin To Net: NetName=NetC70_2 Pin=R41-1
Added Net: Name=NetC70_2
Added Pin To Net: NetName=NetC74_2 Pin=C74-2
Added Pin To Net: NetName=NetC74_2 Pin=C75-2
Added Pin To Net: NetName=NetC74_2 Pin=L29-2
Added Pin To Net: NetName=NetC74_2 Pin=U23-6
Added Net: Name=NetC74_2
Added Pin To Net: NetName=NetC76_2 Pin=C76-2
Added Pin To Net: NetName=NetC76_2 Pin=C77-2
Added Pin To Net: NetName=NetC76_2 Pin=L30-2
Added Pin To Net: NetName=NetC76_2 Pin=U21-6
Added Net: Name=NetC76_2
Added Pin To Net: NetName=NetC78_1 Pin=C78-1
Added Pin To Net: NetName=NetC78_1 Pin=U19-8
Added Net: Name=NetC78_1
Added Pin To Net: NetName=NetC79_1 Pin=C79-1
Added Pin To Net: NetName=NetC79_1 Pin=C80-1
Added Pin To Net: NetName=NetC79_1 Pin=L31-1
Added Pin To Net: NetName=NetC79_1 Pin=U24-5
Added Net: Name=NetC79_1
Added Pin To Net: NetName=NetC83_1 Pin=C83-1
Added Pin To Net: NetName=NetC83_1 Pin=C84-2
Added Pin To Net: NetName=NetC83_1 Pin=L33-1
Added Pin To Net: NetName=NetC83_1 Pin=U27-7
Added Net: Name=NetC83_1
Added Pin To Net: NetName=NetC88_2 Pin=C88-2
Added Pin To Net: NetName=NetC88_2 Pin=U25-4
Added Net: Name=NetC88_2
Added Pin To Net: NetName=NetC91_2 Pin=C91-2
Added Pin To Net: NetName=NetC91_2 Pin=U28-5
Added Net: Name=NetC91_2
Added Pin To Net: NetName=NetC92_1 Pin=C92-1
Added Pin To Net: NetName=NetC92_1 Pin=U28-10
Added Net: Name=NetC92_1
Added Pin To Net: NetName=NetC92_2 Pin=C92-2
Added Pin To Net: NetName=NetC92_2 Pin=U28-9
Added Net: Name=NetC92_2
Added Pin To Net: NetName=NetC94_1 Pin=C94-1
Added Pin To Net: NetName=NetC94_1 Pin=C95-1
Added Pin To Net: NetName=NetC94_1 Pin=L34-2
Added Pin To Net: NetName=NetC94_1 Pin=U29-3
Added Net: Name=NetC94_1
Added Pin To Net: NetName=NetC96_1 Pin=C96-1
Added Pin To Net: NetName=NetC96_1 Pin=C97-1
Added Pin To Net: NetName=NetC96_1 Pin=L35-2
Added Pin To Net: NetName=NetC96_1 Pin=U30-3
Added Net: Name=NetC96_1
Added Pin To Net: NetName=NetC98_1 Pin=C98-1
Added Pin To Net: NetName=NetC98_1 Pin=C99-1
Added Pin To Net: NetName=NetC98_1 Pin=L36-2
Added Pin To Net: NetName=NetC98_1 Pin=U31-3
Added Net: Name=NetC98_1
Added Pin To Net: NetName=NetQ4_1 Pin=Q4-1
Added Pin To Net: NetName=NetQ4_1 Pin=R47-1
Added Pin To Net: NetName=NetQ4_1 Pin=R48-1
Added Net: Name=NetQ4_1
Added Pin To Net: NetName=NetR33_1 Pin=R33-1
Added Pin To Net: NetName=NetR33_1 Pin=R37-2
Added Pin To Net: NetName=NetR33_1 Pin=U21-8
Added Net: Name=NetR33_1
Added Pin To Net: NetName=NetR34_1 Pin=R34-1
Added Pin To Net: NetName=NetR34_1 Pin=U20-4
Added Net: Name=NetR34_1
Added Pin To Net: NetName=NetR37_1 Pin=R37-1
Added Pin To Net: NetName=NetR37_1 Pin=U19-11
Added Net: Name=NetR37_1
Added Pin To Net: NetName=NetR39_2 Pin=R39-2
Added Pin To Net: NetName=NetR39_2 Pin=U20-2
Added Net: Name=NetR39_2
Added Pin To Net: NetName=NetR40_2 Pin=R40-2
Added Pin To Net: NetName=NetR40_2 Pin=R45-1
Added Pin To Net: NetName=NetR40_2 Pin=U21-1
Added Net: Name=NetR40_2
Added Pin To Net: NetName=NetR49_1 Pin=R49-1
Added Pin To Net: NetName=NetR49_1 Pin=R50-1
Added Pin To Net: NetName=NetR49_1 Pin=U24-4
Added Net: Name=NetR49_1
Added Pin To Net: NetName=NetR52_1 Pin=R52-1
Added Pin To Net: NetName=NetR52_1 Pin=R54-2
Added Pin To Net: NetName=NetR52_1 Pin=U26-2
Added Net: Name=NetR52_1
Added Pin To Net: NetName=NetR53_2 Pin=R53-2
Added Pin To Net: NetName=NetR53_2 Pin=U27-3
Added Net: Name=NetR53_2
Added Pin To Net: NetName=NetR56_2 Pin=R56-2
Added Pin To Net: NetName=NetR56_2 Pin=U27-2
Added Net: Name=NetR56_2
Added Pin To Net: NetName=NetU19_3 Pin=U19-3
Added Pin To Net: NetName=NetU19_3 Pin=U23-4
Added Net: Name=NetU19_3
Added Member To Class: ClassName=ANALOG_PART Member=Component C44 0.1uF
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C56 104
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C57 22NF
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C58 0.1uF
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C59 22UF
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C60 104
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C61 22UF
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C62 104
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C63 22UF
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C64 104
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C65 104
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C66 2-6P
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C67 15PF
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C68 360P
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C69 360P
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C71 15PF
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C72 22UF
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C73 104
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C74 22UF
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C75 104
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C76 22UF
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C77 104
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C78 0.1uF
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C79 0.1uF
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C80 22uF
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C81 0.1uF
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C82 22UF
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C83 22uF
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C84 104
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C85 10uF
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C86 10uF
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C87 47uF
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C88 10nF
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C89 2.2uF
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C90 2.2uF
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C91 4.7uF
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C92 1uF
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C93 2.2uF
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C94 22uF
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C95 0.1uF
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C96 22uF
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C97 0.1uF
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C98 22uF
Added Member To Class: ClassName=ANALOG_PART2 Member=Component C99 0.1uF
Added Member To Class: ClassName=ANALOG_PART2 Member=Component D6 1N4148
Added Member To Class: ClassName=ANALOG_PART2 Member=Component D7 BAV199
Added Member To Class: ClassName=ANALOG_PART2 Member=Component JP4 HDR-1X2
Added Member To Class: ClassName=ANALOG_PART2 Member=Component L23 10uH
Added Member To Class: ClassName=ANALOG_PART2 Member=Component L24 10uH
Added Member To Class: ClassName=ANALOG_PART2 Member=Component L25 10uH
Added Member To Class: ClassName=ANALOG_PART2 Member=Component L26 10uH
Added Member To Class: ClassName=ANALOG_PART2 Member=Component L27 10uH
Added Member To Class: ClassName=ANALOG_PART2 Member=Component L28 10uH
Added Member To Class: ClassName=ANALOG_PART2 Member=Component L30 10uH
Added Member To Class: ClassName=ANALOG_PART2 Member=Component L31 10uH
Added Member To Class: ClassName=ANALOG_PART2 Member=Component L32 10uH
Added Member To Class: ClassName=ANALOG_PART2 Member=Component L33 10uH
Added Member To Class: ClassName=ANALOG_PART2 Member=Component L34 10uH
Added Member To Class: ClassName=ANALOG_PART2 Member=Component L35 10uH
Added Member To Class: ClassName=ANALOG_PART2 Member=Component L36 10uH
Added Member To Class: ClassName=ANALOG_PART2 Member=Component Q4 SI2302
Added Member To Class: ClassName=ANALOG_PART2 Member=Component R33 1K
Added Member To Class: ClassName=ANALOG_PART2 Member=Component R34 75
Added Member To Class: ClassName=ANALOG_PART2 Member=Component R35 953K
Added Member To Class: ClassName=ANALOG_PART2 Member=Component R36 47K
Added Member To Class: ClassName=ANALOG_PART2 Member=Component R37 1K
Added Member To Class: ClassName=ANALOG_PART2 Member=Component R38 47K
Added Member To Class: ClassName=ANALOG_PART2 Member=Component R39 499
Added Member To Class: ClassName=ANALOG_PART2 Member=Component R40 1K
Added Member To Class: ClassName=ANALOG_PART2 Member=Component R41 953K
Added Member To Class: ClassName=ANALOG_PART2 Member=Component R42 56
Added Member To Class: ClassName=ANALOG_PART2 Member=Component R43 4.99K
Added Member To Class: ClassName=ANALOG_PART2 Member=Component R44 75
Added Member To Class: ClassName=ANALOG_PART2 Member=Component R45 1K
Added Member To Class: ClassName=ANALOG_PART2 Member=Component R46 1K
Added Member To Class: ClassName=ANALOG_PART2 Member=Component R47 4.99K
Added Member To Class: ClassName=ANALOG_PART2 Member=Component R48 75
Added Member To Class: ClassName=ANALOG_PART2 Member=Component R50 4.99K
Added Member To Class: ClassName=ANALOG_PART2 Member=Component R51 1K
Added Member To Class: ClassName=ANALOG_PART2 Member=Component R52 1K
Added Member To Class: ClassName=ANALOG_PART2 Member=Component R53 1K
Added Member To Class: ClassName=ANALOG_PART2 Member=Component R54 1K
Added Member To Class: ClassName=ANALOG_PART2 Member=Component R55 100K
Added Member To Class: ClassName=ANALOG_PART2 Member=Component R56 1K
Added Member To Class: ClassName=ANALOG_PART2 Member=Component R57 150K
Added Member To Class: ClassName=ANALOG_PART2 Member=Component R58 100K
Added Member To Class: ClassName=ANALOG_PART2 Member=Component R59 100K
Added Member To Class: ClassName=ANALOG_PART2 Member=Component SP6 M2Í­Öù
Added Member To Class: ClassName=ANALOG_PART2 Member=Component SP7 M2Í­Öù
Added Member To Class: ClassName=ANALOG_PART2 Member=Component SP8 M2Í­Öù
Added Member To Class: ClassName=ANALOG_PART2 Member=Component TP6 TEST TP
Added Member To Class: ClassName=ANALOG_PART2 Member=Component U17 G6K-2Y-F-5V
Added Member To Class: ClassName=ANALOG_PART2 Member=Component U18 G6K-2Y-F-5V
Added Member To Class: ClassName=ANALOG_PART2 Member=Component U19 AD8330
Added Member To Class: ClassName=ANALOG_PART2 Member=Component U20 AQY282SX
Added Member To Class: ClassName=ANALOG_PART2 Member=Component U21 AD8132
Added Member To Class: ClassName=ANALOG_PART2 Member=Component U22 AD8061
Added Member To Class: ClassName=ANALOG_PART2 Member=Component U23 AD8131
Added Member To Class: ClassName=ANALOG_PART2 Member=Component U24 TP5531
Added Member To Class: ClassName=ANALOG_PART2 Member=Component U25 SP6201-3.3
Added Member To Class: ClassName=ANALOG_PART2 Member=Component U27 TLV3502
Added Member To Class: ClassName=ANALOG_PART2 Member=Component U28 LM27762
Added Member To Class: ClassName=ANALOG_PART2 Member=Component U29 MCP4725
Added Member To Class: ClassName=ANALOG_PART2 Member=Component U30 MCP4725
Added Member To Class: ClassName=ANALOG_PART2 Member=Component U31 MCP4725
